Source file,Expressions Total,Expressions Entered,% Expressions Entered,Unreached Branches,Code Forms Total,Code Forms Covered,% Code Forms Covered,Functions Total,Functions Fully Covered,% Functions Fully Covered,Functions Partly Covered,% Functions Partly Covered,Functions Not Entered,% Functions Not Enteredalu/
home:Documents;Work;Repo;alu;src;vampir;package.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;src;vampir;spec.lisp.newest,44,42, 95.5%,37, 84.1%,1,197,186, 94.4%,20,17, 85.0%,2, 10.0%,1,  5.0%
home:Documents;Work;Repo;alu;src;vampir;vampir.lisp.newest,87,71, 81.6%,53, 60.9%,14,505,325, 64.4%,19,2, 10.5%,13, 68.4%,4, 21.1%
test/
home:Documents;Work;Repo;alu;test;alu.lisp.newest,3,0,  0.0%,0,  0.0%,0,4,0,  0.0%,1,0,  0.0%,0,  0.0%,1,100.0%
home:Documents;Work;Repo;alu;test;anf.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;test;dependencies.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;test;evaluate-body.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;test;expand.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;test;global-examples.lisp.newest,52,11, 21.2%,10, 19.2%,2,620,99, 16.0%,48,6, 12.5%,1,  2.1%,41, 85.4%
home:Documents;Work;Repo;alu;test;package.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;test;packing.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;test;pass.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;test;relocation.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;test;spec.lisp.newest,3,0,  0.0%,0,  0.0%,0,4,0,  0.0%,1,0,  0.0%,0,  0.0%,1,100.0%
home:Documents;Work;Repo;alu;test;stack.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;test;step.lisp.newest,38,30, 78.9%,28, 73.7%,5,1299,1224, 94.2%,18,15, 83.3%,2, 11.1%,1,  5.6%
home:Documents;Work;Repo;alu;test;typecheck.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;test;vampir.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
